760, 1403150109, 14040242, 85, 2017-2018, 1
761, 1403150110, 14040242, 85, 2017-2018, 1
762, 1403150111, 14040242, 85, 2017-2018, 1
763, 1403150113, 14040242, 66, 2017-2018, 1
764, 1403150114, 14040242, 90, 2017-2018, 1
765, 1403150115, 14040242, 78, 2017-2018, 1
766, 1403150116, 14040242, 70, 2017-2018, 1
767, 1403150117, 14040242, 65, 2017-2018, 1
768, 1403150118, 14040242, 74, 2017-2018, 1
769, 1403150119, 14040242, 80, 2017-2018, 1
770, 1403150120, 14040242, 63, 2017-2018, 1
771, 1403150121, 14040242, 85, 2017-2018, 1
772, 1403150122, 14040242, 72, 2017-2018, 1
773, 1403150123, 14040242, 61, 2017-2018, 1
774, 1403150124, 14040242, 77, 2017-2018, 1
775, 1403150125, 14040242, 61, 2017-2018, 1
776, 1403150126, 14040242, 69, 2017-2018, 1
777, 1403150127, 14040242, 70, 2017-2018, 1
778, 1403150128, 14040242, 65, 2017-2018, 1
779, 1403150129, 14040242, 70, 2017-2018, 1
780, 1403150130, 14040242, 65, 2017-2018, 1
781, 1403150131, 14040242, 70, 2017-2018, 1
782, 1403140134, 14040242, 65, 2017-2018, 1
783, 1403140205, 14040242, 70, 2017-2018, 1
784, 1403150230, 14040511, 60, 2017-2018, 1
785, 1403150101, 14040511, 60, 2017-2018, 1
786, 1403150103, 14040511, 96, 2017-2018, 1
787, 1403150104, 14040511, 92, 2017-2018, 1
788, 1403150105, 14040511, 89, 2017-2018, 1
789, 1403150106, 14040511, 79, 2017-2018, 1
790, 1403150107, 14040511, 87, 2017-2018, 1
791, 1403150108, 14040511, 93, 2017-2018, 1
792, 1403150109, 14040511, 88, 2017-2018, 1
793, 1403150110, 14040511, 88, 2017-2018, 1
794, 1403150111, 14040511, 88, 2017-2018, 1
795, 1403150113, 14040511, 68, 2017-2018, 1
796, 1403150114, 14040511, 93, 2017-2018, 1
797, 1403150115, 14040511, 85, 2017-2018, 1
798, 1403150116, 14040511, 60, 2017-2018, 1
799, 1403150117, 14040511, 16, 2017-2018, 1
800, 1403150118, 14040511, 79, 2017-2018, 1
801, 1403150119, 14040511, 93, 2017-2018, 1
802, 1403150120, 14040511, 63, 2017-2018, 1
803, 1403150121, 14040511, 92, 2017-2018, 1
804, 1403150122, 14040511, 84, 2017-2018, 1
805, 1403150123, 14040511, 71, 2017-2018, 1
806, 1403150124, 14040511, 89, 2017-2018, 1
807, 1403150125, 14040511, 60, 2017-2018, 1
808, 1403150126, 14040511, 67, 2017-2018, 1
809, 1403150127, 14040511, 60, 2017-2018, 1
810, 1403150128, 14040511, 16, 2017-2018, 1
811, 1403150129, 14040511, 60, 2017-2018, 1
812, 1403150130, 14040511, 16, 2017-2018, 1
813, 1403150131, 14040511, 60, 2017-2018, 1
814, 1403140134, 14040511, 16, 2017-2018, 1
815, 1403140205, 14040511, 60, 2017-2018, 1
816, 1403150230, 14040251, 缓考, 2017-2018, 1
817, 1403150101, 14040251, 优秀, 2017-2018, 1
818, 1403150103, 14040251, 优秀, 2017-2018, 1
819, 1403150104, 14040251, 优秀, 2017-2018, 1
820, 1403150105, 14040251, 优秀, 2017-2018, 1
821, 1403150106, 14040251, 优秀, 2017-2018, 1
822, 1403150107, 14040251, 优秀, 2017-2018, 1
823, 1403150108, 14040251, 优秀, 2017-2018, 1
824, 1403150109, 14040251, 优秀, 2017-2018, 1
825, 1403150110, 14040251, 优秀, 2017-2018, 1
826, 1403150111, 14040251, 优秀, 2017-2018, 1
827, 1403150113, 14040251, 优秀, 2017-2018, 1
828, 1403150114, 14040251, 良好, 2017-2018, 1
829, 1403150115, 14040251, 优秀, 2017-2018, 1
830, 1403150116, 14040251, 良好, 2017-2018, 1
831, 1403150117, 14040251, 良好, 2017-2018, 1
832, 1403150118, 14040251, 良好, 2017-2018, 1
833, 1403150119, 14040251, 优秀, 2017-2018, 1
834, 1403150120, 14040251, 及格, 2017-2018, 1
835, 1403150121, 14040251, 优秀, 2017-2018, 1
836, 1403150122, 14040251, 良好, 2017-2018, 1
837, 1403150123, 14040251, 中等, 2017-2018, 1
838, 1403150124, 14040251, 优秀, 2017-2018, 1
839, 1403150125, 14040251, 良好, 2017-2018, 1
840, 1403150126, 14040251, 良好, 2017-2018, 1
841, 1403150127, 14040251, 良好, 2017-2018, 1
842, 1403150128, 14040251, 良好, 2017-2018, 1
843, 1403150129, 14040251, 良好, 2017-2018, 1
844, 1403150130, 14040251, 良好, 2017-2018, 1
845, 1403150131, 14040251, 良好, 2017-2018, 1
846, 1403140134, 14040251, 良好, 2017-2018, 1
847, 1403140205, 14040251, 良好, 2017-2018, 1
848, 1403150201, 20040063, 70, 2017-2018, 1
849, 1403150202, 20040063, 70, 2017-2018, 1
850, 1403150203, 20040063, 86, 2017-2018, 1
851, 1403150204, 20040063, 72, 2017-2018, 1
852, 1403150205, 20040063, 70, 2017-2018, 1
853, 1403150206, 20040063, 72, 2017-2018, 1
854, 1403150207, 20040063, 72, 2017-2018, 1
855, 1403150208, 20040063, 73, 2017-2018, 1
856, 1403150209, 20040063, 65, 2017-2018, 1
857, 1403150210, 20040063, 70, 2017-2018, 1
858, 1403150211, 20040063, 81, 2017-2018, 1
859, 1403150212, 20040063, 70, 2017-2018, 1
860, 1403150214, 20040063, 54, 2017-2018, 1
861, 1403150215, 20040063, 50, 2017-2018, 1
862, 1403150216, 20040063, 79, 2017-2018, 1
863, 1403150217, 20040063, 73, 2017-2018, 1
864, 1403150218, 20040063, 74, 2017-2018, 1
865, 1403150219, 20040063, 74, 2017-2018, 1
866, 1403150220, 20040063, 71, 2017-2018, 1
867, 1403150221, 20040063, 89, 2017-2018, 1
868, 1403150222, 20040063, 71, 2017-2018, 1
869, 1403150223, 20040063, 70, 2017-2018, 1
870, 1403150224, 20040063, 71, 2017-2018, 1
871, 1403150225, 20040063, 72, 2017-2018, 1
872, 1403150226, 20040063, 72, 2017-2018, 1
873, 1403150227, 20040063, 70, 2017-2018, 1
874, 1403150228, 20040063, 76, 2017-2018, 1
875, 1403150229, 20040063, 71, 2017-2018, 1
876, 3504150220, 20040063, 65, 2017-2018, 1
877, 1403150102, 20040063, 80, 2017-2018, 1
878, 1403150201, 23030051, 74, 2017-2018, 1
879, 1403150202, 23030051, 60, 2017-2018, 1
880, 1403150203, 23030051, 84, 2017-2018, 1
881, 1403150204, 23030051, 74, 2017-2018, 1
882, 1403150205, 23030051, 71, 2017-2018, 1
883, 1403150206, 23030051, 67, 2017-2018, 1
884, 1403150207, 23030051, 74, 2017-2018, 1
885, 1403150208, 23030051, 75, 2017-2018, 1
886, 1403150209, 23030051, 44, 2017-2018, 1
887, 1403150210, 23030051, 65, 2017-2018, 1
888, 1403150211, 23030051, 87, 2017-2018, 1
889, 1403150212, 23030051, 72, 2017-2018, 1
890, 1403150214, 23030051, 73, 2017-2018, 1
891, 1403150215, 23030051, 60, 2017-2018, 1
892, 1403150216, 23030051, 91, 2017-2018, 1
893, 1403150217, 23030051, 74, 2017-2018, 1
894, 1403150218, 23030051, 73, 2017-2018, 1
895, 1403150219, 23030051, 76, 2017-2018, 1
896, 1403150220, 23030051, 81, 2017-2018, 1
897, 1403150221, 23030051, 83, 2017-2018, 1
898, 1403150222, 23030051, 84, 2017-2018, 1
899, 1403150223, 23030051, 69, 2017-2018, 1
900, 1403150224, 23030051, 62, 2017-2018, 1
901, 1403150225, 23030051, 77, 2017-2018, 1
902, 1403150226, 23030051, 68, 2017-2018, 1
903, 1403150227, 23030051, 74, 2017-2018, 1
904, 1403150228, 23030051, 75, 2017-2018, 1
905, 1403150229, 23030051, 48, 2017-2018, 1
906, 3504150220, 23030051, 45, 2017-2018, 1
907, 1403150102, 23030051, 80, 2017-2018, 1
908, 1403150201, 20050101, 74, 2017-2018, 1
909, 1403150202, 20050101, 69, 2017-2018, 1
910, 1403150203, 20050101, 81, 2017-2018, 1
911, 1403150204, 20050101, 76, 2017-2018, 1
912, 1403150205, 20050101, 53, 2017-2018, 1
913, 1403150206, 20050101, 65, 2017-2018, 1
914, 1403150207, 20050101, 62, 2017-2018, 1
915, 1403150208, 20050101, 80, 2017-2018, 1
916, 1403150209, 20050101, 39, 2017-2018, 1
917, 1403150210, 20050101, 43, 2017-2018, 1
918, 1403150211, 20050101, 98, 2017-2018, 1
919, 1403150212, 20050101, 61, 2017-2018, 1
920, 1403150214, 20050101, 60, 2017-2018, 1
921, 1403150215, 20050101, 33, 2017-2018, 1
922, 1403150216, 20050101, 85, 2017-2018, 1
923, 1403150217, 20050101, 63, 2017-2018, 1
924, 1403150218, 20050101, 67, 2017-2018, 1
925, 1403150219, 20050101, 70, 2017-2018, 1
926, 1403150220, 20050101, 66, 2017-2018, 1
927, 1403150221, 20050101, 87, 2017-2018, 1
928, 1403150222, 20050101, 61, 2017-2018, 1
929, 1403150223, 20050101, 85, 2017-2018, 1
930, 1403150224, 20050101, 60, 2017-2018, 1
931, 1403150225, 20050101, 65, 2017-2018, 1
932, 1403150226, 20050101, 61, 2017-2018, 1
933, 1403150227, 20050101, 66, 2017-2018, 1
934, 1403150228, 20050101, 64, 2017-2018, 1
935, 1403150229, 20050101, 73, 2017-2018, 1
936, 3504150220, 20050101, 71, 2017-2018, 1
937, 1403150102, 20050101, 80, 2017-2018, 1
938, 1403150201, 28010030, 97, 2017-2018, 1
939, 1403150202, 28010030, 94, 2017-2018, 1
940, 1403150203, 28010030, 90, 2017-2018, 1
941, 1403150204, 28010030, 94, 2017-2018, 1
942, 1403150205, 28010030, 93, 2017-2018, 1
943, 1403150206, 28010030, 92, 2017-2018, 1
944, 1403150207, 28010030, 85, 2017-2018, 1
945, 1403150208, 28010030, 93, 2017-2018, 1
946, 1403150209, 28010030, 81, 2017-2018, 1
947, 1403150210, 28010030, 90, 2017-2018, 1
948, 1403150211, 28010030, 100, 2017-2018, 1
949, 1403150212, 28010030, 90, 2017-2018, 1
950, 1403150214, 28010030, 85, 2017-2018, 1
951, 1403150215, 28010030, 78, 2017-2018, 1
952, 1403150216, 28010030, 85, 2017-2018, 1
953, 1403150217, 28010030, 95, 2017-2018, 1
954, 1403150218, 28010030, 94, 2017-2018, 1
955, 1403150219, 28010030, 98, 2017-2018, 1
956, 1403150220, 28010030, 77, 2017-2018, 1
957, 1403150221, 28010030, 100, 2017-2018, 1
958, 1403150222, 28010030, 63, 2017-2018, 1
959, 1403150223, 28010030, 93, 2017-2018, 1
960, 1403150224, 28010030, 91, 2017-2018, 1
961, 1403150225, 28010030, 98, 2017-2018, 1
962, 1403150226, 28010030, 83, 2017-2018, 1
963, 1403150227, 28010030, 96, 2017-2018, 1
964, 1403150228, 28010030, 92, 2017-2018, 1
965, 1403150229, 28010030, 85, 2017-2018, 1
966, 3504150220, 28010030, 80, 2017-2018, 1
967, 1403150102, 28010030, 80, 2017-2018, 1
968, 1403150201, 14040242, 89, 2017-2018, 1
969, 1403150202, 14040242, 87, 2017-2018, 1
970, 1403150203, 14040242, 87, 2017-2018, 1
971, 1403150204, 14040242, 85, 2017-2018, 1
972, 1403150205, 14040242, 88, 2017-2018, 1
973, 1403150206, 14040242, 81, 2017-2018, 1
974, 1403150207, 14040242, 91, 2017-2018, 1
975, 1403150208, 14040242, 90, 2017-2018, 1
976, 1403150209, 14040242, 88, 2017-2018, 1
977, 1403150210, 14040242, 89, 2017-2018, 1
978, 1403150211, 14040242, 88, 2017-2018, 1
979, 1403150212, 14040242, 92, 2017-2018, 1
980, 1403150214, 14040242, 91, 2017-2018, 1
981, 1403150215, 14040242, 77, 2017-2018, 1
982, 1403150216, 14040242, 87, 2017-2018, 1
983, 1403150217, 14040242, 87, 2017-2018, 1
984, 1403150218, 14040242, 83, 2017-2018, 1
985, 1403150219, 14040242, 95, 2017-2018, 1
986, 1403150220, 14040242, 86, 2017-2018, 1
987, 1403150221, 14040242, 83, 2017-2018, 1
988, 1403150222, 14040242, 83, 2017-2018, 1
989, 1403150223, 14040242, 81, 2017-2018, 1
990, 1403150224, 14040242, 92, 2017-2018, 1
991, 1403150225, 14040242, 80, 2017-2018, 1
992, 1403150226, 14040242, 89, 2017-2018, 1
993, 1403150227, 14040242, 85, 2017-2018, 1
994, 1403150228, 14040242, 87, 2017-2018, 1
995, 1403150229, 14040242, 71, 2017-2018, 1
996, 3504150220, 14040242, 73, 2017-2018, 1
997, 1403150102, 14040242, 54, 2017-2018, 1
998, 1403150201, 14040511, 71, 2017-2018, 1
999, 1403150202, 14040511, 71, 2017-2018, 1
1000, 1403150203, 14040511, 90, 2017-2018, 1
1001, 1403150204, 14040511, 86, 2017-2018, 1
1002, 1403150205, 14040511, 61, 2017-2018, 1
1003, 1403150206, 14040511, 74, 2017-2018, 1
1004, 1403150207, 14040511, 77, 2017-2018, 1
1005, 1403150208, 14040511, 84, 2017-2018, 1
1006, 1403150209, 14040511, 64, 2017-2018, 1
1007, 1403150210, 14040511, 60, 2017-2018, 1
1008, 1403150211, 14040511, 91, 2017-2018, 1
1009, 1403150212, 14040511, 62, 2017-2018, 1
1010, 1403150214, 14040511, 67, 2017-2018, 1
1011, 1403150215, 14040511, 26, 2017-2018, 1
1012, 1403150216, 14040511, 84, 2017-2018, 1
1013, 1403150217, 14040511, 76, 2017-2018, 1
1014, 1403150218, 14040511, 77, 2017-2018, 1
1015, 1403150219, 14040511, 65, 2017-2018, 1
1016, 1403150220, 14040511, 67, 2017-2018, 1
1017, 1403150221, 14040511, 91, 2017-2018, 1
1018, 1403150222, 14040511, 70, 2017-2018, 1
1019, 1403150223, 14040511, 87, 2017-2018, 1
1020, 1403150224, 14040511, 63, 2017-2018, 1
1021, 1403150225, 14040511, 76, 2017-2018, 1
1022, 1403150226, 14040511, 64, 2017-2018, 1
1023, 1403150227, 14040511, 60, 2017-2018, 1
1024, 1403150228, 14040511, 68, 2017-2018, 1
1025, 1403150229, 14040511, 74, 2017-2018, 1
1026, 3504150220, 14040511, 64, 2017-2018, 1
1027, 1403150102, 14040511, 74, 2017-2018, 1
1028, 1403150201, 14040251, 良好, 2017-2018, 1
1029, 1403150202, 14040251, 优秀, 2017-2018, 1
1030, 1403150203, 14040251, 优秀, 2017-2018, 1
1031, 1403150204, 14040251, 优秀, 2017-2018, 1
1032, 1403150205, 14040251, 优秀, 2017-2018, 1
1033, 1403150206, 14040251, 良好, 2017-2018, 1
1034, 1403150207, 14040251, 良好, 2017-2018, 1
1035, 1403150208, 14040251, 良好, 2017-2018, 1
1036, 1403150209, 14040251, 中等, 2017-2018, 1
1037, 1403150210, 14040251, 中等, 2017-2018, 1
1038, 1403150211, 14040251, 良好, 2017-2018, 1
1039, 1403150212, 14040251, 良好, 2017-2018, 1
1040, 1403150214, 14040251, 中等, 2017-2018, 1
1041, 1403150215, 14040251, 及格, 2017-2018, 1
1042, 1403150216, 14040251, 良好, 2017-2018, 1
1043, 1403150217, 14040251, 良好, 2017-2018, 1
1044, 1403150218, 14040251, 良好, 2017-2018, 1
1045, 1403150219, 14040251, 良好, 2017-2018, 1
1046, 1403150220, 14040251, 良好, 2017-2018, 1
1047, 1403150221, 14040251, 良好, 2017-2018, 1
1048, 1403150222, 14040251, 及格, 2017-2018, 1
1049, 1403150223, 14040251, 良好, 2017-2018, 1
1050, 1403150224, 14040251, 良好, 2017-2018, 1
1051, 1403150225, 14040251, 及格, 2017-2018, 1
1052, 1403150226, 14040251, 良好, 2017-2018, 1
1053, 1403150227, 14040251, 中等, 2017-2018, 1
1054, 1403150228, 14040251, 优秀, 2017-2018, 1
1055, 1403150229, 14040251, 中等, 2017-2018, 1
1056, 3504150220, 14040251, 及格, 2017-2018, 1
1057, 1403150102, 14040251, 中等, 2017-2018, 1
1058, 1403160101, 14010271, 良好, , 
1059, 1403160101, 14040421, 79, , 
1060, 1403160101, 14040402, 93, , 
1061, 1403160101, 14040811, 良好, , 
1062, 1403160102, 14010271, 优秀, , 
1063, 1403160102, 14040421, 84, , 
1064, 1403160102, 14040402, 91, , 
1065, 1403160102, 14040811, 优秀, , 
1066, 1403160103, 14010271, 优秀, , 
1067, 1403160103, 14040421, 72, , 
1068, 1403160103, 14040402, 93, , 
1069, 1403160103, 14040811, 优秀, , 
1070, 1403160104, 14010271, 优秀, , 
1071, 1403160104, 14040421, 84, , 
1072, 1403160104, 14040402, 77, , 
1073, 1403160104, 14040811, 优秀, , 
1074, 1403160105, 14010271, 优秀, , 
1075, 1403160105, 14040421, 94, , 
1076, 1403160105, 14040402, 74, , 
1077, 1403160105, 14040811, 优秀, , 
1078, 1403160106, 14010271, 良好, , 
1079, 1403160106, 14040421, 78, , 
1080, 1403160106, 14040402, 94, , 
1081, 1403160106, 14040811, 优秀, , 
1082, 1403160107, 14010271, 良好, , 
1083, 1403160107, 14040421, 88, , 
1084, 1403160107, 14040402, 80, , 
1085, 1403160107, 14040811, 优秀, , 
1086, 1403160108, 14010271, 良好, , 
1087, 1403160108, 14040421, 80, , 
1088, 1403160108, 14040402, 86, , 
1089, 1403160108, 14040811, 优秀, , 
1090, 1403160109, 14010271, 中等, , 
1091, 1403160109, 14040421, 74, , 
1092, 1403160109, 14040402, 77, , 
1093, 1403160109, 14040811, 优秀, , 
1094, 1403160110, 14010271, 中等, , 
1095, 1403160110, 14040421, 84, , 
1096, 1403160110, 14040402, 87, , 
1097, 1403160110, 14040811, 优秀, , 
1098, 1403160111, 14010271, 良好, , 
1099, 1403160111, 14040421, 82, , 
1100, 1403160111, 14040402, 93, , 
1101, 1403160111, 14040811, 良好, , 
1102, 1403160112, 14010271, 良好, , 
1103, 1403160112, 14040421, 83, , 
1104, 1403160112, 14040402, 70, , 
1105, 1403160112, 14040811, 优秀, , 
1106, 1403160113, 14010271, 中等, , 
1107, 1403160113, 14040421, 81, , 
1108, 1403160113, 14040402, 93, , 
1109, 1403160113, 14040811, 良好, , 
1110, 1403160114, 14010271, 及格, , 
1111, 1403160114, 14040421, 84, , 
1112, 1403160114, 14040402, 76, , 
1113, 1403160114, 14040811, 良好, , 
1114, 1403160115, 14010271, 良好, , 
1115, 1403160115, 14040421, 75, , 
1116, 1403160115, 14040402, 70, , 
1117, 1403160115, 14040811, 良好, , 
1118, 1403160116, 14010271, 良好, , 
1119, 1403160116, 14040421, 77, , 
1120, 1403160116, 14040402, 85, , 
1121, 1403160116, 14040811, 优秀, , 
1122, 1403160117, 14010271, 良好, , 
1123, 1403160117, 14040421, 77, , 
1124, 1403160117, 14040402, 77, , 
1125, 1403160117, 14040811, 及格, , 
1126, 1403160118, 14010271, 良好, , 
1127, 1403160118, 14040421, 92, , 
1128, 1403160118, 14040402, 73, , 
1129, 1403160118, 14040811, 优秀, , 
1130, 1403160119, 14010271, 良好, , 
1131, 1403160119, 14040421, 82, , 
1132, 1403160119, 14040402, 90, , 
1133, 1403160119, 14040811, 良好, , 
1134, 1403160120, 14010271, 良好, , 
1135, 1403160120, 14040421, 77, , 
1136, 1403160120, 14040402, 80, , 
1137, 1403160120, 14040811, 中等, , 
1138, 1403160121, 14010271, 及格, , 
1139, 1403160121, 14040421, 80, , 
1140, 1403160121, 14040402, 76, , 
1141, 1403160121, 14040811, 优秀, , 
1142, 1403160122, 14010271, 良好, , 
1143, 1403160122, 14040421, 88, , 
1144, 1403160122, 14040402, 70, , 
1145, 1403160122, 14040811, 良好, , 
1146, 1403160123, 14010271, 良好, , 
1147, 1403160123, 14040421, 81, , 
1148, 1403160123, 14040402, 84, , 
1149, 1403160123, 14040811, 良好, , 
1150, 1403160124, 14010271, 及格, , 
1151, 1403160124, 14040421, 85, , 
1152, 1403160124, 14040402, 94, , 
1153, 1403160124, 14040811, 良好, , 
1154, 1403160125, 14010271, 良好, , 
1155, 1403160125, 14040421, 84, , 
1156, 1403160125, 14040402, 81, , 
1157, 1403160125, 14040811, 优秀, , 
1158, 1403160126, 14010271, 中等, , 
1159, 1403160126, 14040421, 76, , 
1160, 1403160126, 14040402, 94, , 
1161, 1403160126, 14040811, 优秀, , 
1162, 1403160127, 14010271, 优秀, , 
1163, 1403160127, 14040421, 81, , 
1164, 1403160127, 14040402, 76, , 
1165, 1403160127, 14040811, 优秀, , 
1166, 1403160128, 14010271, 良好, , 
1167, 1403160128, 14040421, 75, , 
1168, 1403160128, 14040402, 88, , 
1169, 1403160128, 14040811, 优秀, , 
1170, 1403160129, 14010271, 优秀, , 
1171, 1403160129, 14040421, 76, , 
1172, 1403160129, 14040402, 77, , 
1173, 1403160129, 14040811, 优秀, , 
1174, 1403160130, 14010271, 优秀, , 
1175, 1403160130, 14040421, 93, , 
1176, 1403160130, 14040402, 70, , 
1177, 1403160130, 14040811, 优秀, , 
1178, 1403160131, 14010271, 优秀, , 
1179, 1403160131, 14040421, 81, , 
1180, 1403160131, 14040402, 74, , 
1181, 1403160131, 14040811, 优秀, , 
